employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
41518,SalesMarketing,region_15,Bachelors,m,other,2,41,1,3,0,46,0
47177,SalesMarketing,region_7,,m,sourcing,1,29,5,4,0,46,0
5881,SalesMarketing,region_7,Bachelors,m,other,1,52,5,23,0,51,1
49426,SalesMarketing,region_7,Mastersabove,m,other,1,36,5,2,1,91,1
17490,SalesMarketing,region_2,Bachelors,m,other,1,39,5,8,0,50,0
42304,Finance,region_2,Bachelors,f,other,1,35,5,8,0,57,0
11145,Procurement,region_21,Bachelors,f,other,1,38,3,7,0,69,0
34851,SalesMarketing,region_13,Mastersabove,m,referred,1,31,5,9,0,50,0
273,Operations,region_26,Bachelors,f,sourcing,1,33,4,2,0,64,0
14153,Technology,region_2,Below Secondary,m,other,1,24,4,2,0,83,0
62561,SalesMarketing,region_1,Mastersabove,f,other,1,35,3,2,0,49,0
45897,R&D,region_7,Bachelors,m,other,2,30,4,2,0,90,0
21459,Operations,region_2,Bachelors,f,other,2,28,3,6,0,62,0
35068,Technology,region_11,Bachelors,f,other,1,25,,1,0,97,1
24186,Operations,region_12,Bachelors,f,sourcing,1,27,5,2,0,54,1
67845,SalesMarketing,region_7,Mastersabove,m,other,1,52,4,19,0,52,0
55725,Technology,region_1,Below Secondary,f,sourcing,1,24,3,2,0,83,0
22677,Procurement,region_27,Bachelors,f,other,1,30,3,2,0,66,0
76068,Procurement,region_7,Bachelors,f,sourcing,1,28,3,5,0,78,0
69304,SalesMarketing,region_7,Bachelors,m,sourcing,1,35,5,4,0,50,0
37691,Procurement,region_2,Bachelors,m,sourcing,1,31,5,5,0,67,0
61174,Operations,region_22,Mastersabove,m,sourcing,1,50,4,9,0,65,0
24967,Analytics,region_22,Mastersabove,f,other,1,32,3,6,0,84,0
19300,Operations,region_4,Mastersabove,m,sourcing,2,35,3,8,0,,0
72706,SalesMarketing,region_2,Mastersabove,m,sourcing,2,57,1,5,0,53,0
51590,SalesMarketing,region_5,Mastersabove,m,other,1,37,3,9,0,44,0
20921,SalesMarketing,region_27,Bachelors,m,other,3,26,,1,0,,0
74445,Operations,region_20,Bachelors,m,sourcing,1,38,3,3,0,63,0
67609,Procurement,region_7,Mastersabove,m,other,2,59,4,10,0,68,0
22863,SalesMarketing,region_27,Bachelors,m,sourcing,1,33,3,3,0,48,0
9366,Operations,region_19,Bachelors,m,other,2,43,3,10,0,57,0
36925,Operations,region_16,Bachelors,m,other,1,31,4,7,0,59,0
47632,R&D,region_2,Bachelors,m,sourcing,2,36,5,2,0,85,1
70803,Operations,region_7,Bachelors,f,other,1,35,2,7,0,56,0
54522,Analytics,region_25,Bachelors,m,other,2,28,5,5,0,85,0
26778,Legal,region_4,Mastersabove,m,sourcing,1,41,3,7,0,58,0
9130,Procurement,region_2,Bachelors,m,other,3,35,3,6,0,69,0
35956,Analytics,region_22,Bachelors,f,sourcing,1,27,3,2,0,82,0
33388,SalesMarketing,region_7,Bachelors,m,sourcing,1,34,4,10,0,52,0
67376,SalesMarketing,region_2,Mastersabove,m,sourcing,1,53,3,24,0,48,0
31499,Analytics,region_22,Bachelors,f,other,2,27,5,7,1,84,1
46131,Operations,region_7,Bachelors,m,other,2,44,3,7,0,59,0
24436,Operations,region_7,Bachelors,m,other,1,43,5,7,0,60,0
76234,Finance,region_2,Bachelors,f,other,1,37,5,2,0,,0
11353,Technology,region_20,Mastersabove,m,sourcing,1,36,1,8,0,76,0
353,SalesMarketing,region_19,Bachelors,m,sourcing,4,34,3,2,0,48,0
70902,Operations,region_27,Bachelors,m,other,1,39,3,10,0,64,0
44094,Finance,region_2,Bachelors,f,sourcing,3,33,5,9,1,63,0
4113,Technology,region_2,Bachelors,m,other,3,30,2,5,0,74,0
1742,SalesMarketing,region_2,Mastersabove,m,other,2,50,3,7,0,47,0
34936,Analytics,region_23,Bachelors,m,sourcing,1,33,5,2,0,82,0
8483,SalesMarketing,region_28,,m,other,1,30,3,5,0,49,0
53551,SalesMarketing,region_11,Bachelors,m,sourcing,2,27,3,4,0,50,0
66094,SalesMarketing,region_16,Bachelors,m,other,1,28,1,5,0,51,0
29600,Operations,region_24,Bachelors,f,sourcing,1,31,3,2,0,55,0
22282,SalesMarketing,region_9,Bachelors,m,sourcing,1,30,1,3,0,46,0
70068,Operations,region_1,Mastersabove,f,sourcing,1,35,3,2,0,,0
4947,Operations,region_2,Mastersabove,f,sourcing,2,36,4,8,0,62,0
70735,Finance,region_2,Bachelors,m,other,1,22,3,2,0,,0
27594,SalesMarketing,region_26,Bachelors,m,other,2,39,3,2,0,50,0
26030,Procurement,region_7,Bachelors,m,other,1,57,2,26,0,67,0
73628,Procurement,region_2,Mastersabove,m,other,6,35,3,3,0,65,0
72700,SalesMarketing,region_23,Mastersabove,m,other,2,36,3,7,0,50,0
3658,Operations,region_7,Bachelors,m,other,1,46,3,9,0,56,0
58116,SalesMarketing,region_10,Mastersabove,m,sourcing,1,43,3,8,0,49,0
33666,R&D,region_22,Mastersabove,m,sourcing,2,32,5,4,0,83,1
4784,Procurement,region_27,Bachelors,m,sourcing,1,30,3,3,0,72,0
6351,Technology,region_11,Bachelors,m,other,1,33,1,5,0,83,0
52267,Analytics,region_22,,m,other,1,27,3,4,0,85,1
14512,Technology,region_7,Bachelors,m,other,2,31,3,2,0,82,0
66380,SalesMarketing,region_22,Bachelors,m,sourcing,1,28,5,2,0,54,0
39187,Procurement,region_15,Bachelors,f,other,1,29,3,1,0,65,0
5701,SalesMarketing,region_4,Mastersabove,m,sourcing,1,31,3,7,0,48,0
6105,Analytics,region_26,Bachelors,m,other,1,30,3,2,0,87,0
7626,Technology,region_22,Bachelors,m,sourcing,1,28,1,6,0,78,0
40015,Operations,region_22,Mastersabove,f,other,1,49,3,2,0,58,0
38552,Technology,region_2,Bachelors,f,sourcing,1,27,,1,0,75,0
662,Technology,region_4,Mastersabove,m,sourcing,1,36,1,3,0,81,0
41099,SalesMarketing,region_20,Bachelors,m,other,1,35,5,7,0,49,0
61747,SalesMarketing,region_14,Bachelors,m,other,2,36,3,5,0,52,0
75986,Operations,region_2,Mastersabove,m,other,1,56,4,16,0,62,0
39653,Procurement,region_8,Mastersabove,f,sourcing,1,34,4,9,0,65,0
26597,SalesMarketing,region_16,Bachelors,m,sourcing,1,34,5,6,0,53,0
59557,Operations,region_26,Bachelors,m,other,1,45,3,12,0,56,0
28802,SalesMarketing,region_2,Bachelors,m,sourcing,2,32,5,3,0,53,0
52634,SalesMarketing,region_5,Bachelors,m,other,1,48,4,19,0,99,1
57470,Analytics,region_2,Bachelors,m,other,1,39,3,11,0,82,0
29030,Procurement,region_2,Bachelors,f,other,1,58,4,25,0,65,0
402,Operations,region_16,Bachelors,f,other,1,35,3,5,0,57,1
17399,Technology,region_13,Bachelors,m,sourcing,1,32,3,6,0,82,0
63227,Technology,region_2,Bachelors,m,sourcing,1,60,3,29,0,79,0
45431,Operations,region_32,Bachelors,f,sourcing,1,30,3,7,0,59,0
16298,Operations,region_15,Bachelors,m,other,1,40,4,4,0,56,0
10476,SalesMarketing,region_3,Bachelors,m,sourcing,1,33,4,6,0,,1
63885,Analytics,region_15,Mastersabove,m,sourcing,1,37,1,6,0,84,0
78018,Technology,region_2,Mastersabove,m,other,1,37,4,10,0,83,0
27210,Finance,region_7,Bachelors,m,sourcing,1,30,5,4,0,55,0
30414,SalesMarketing,region_2,Bachelors,f,sourcing,1,42,5,11,0,51,0
47039,SalesMarketing,region_9,Bachelors,m,sourcing,1,26,3,2,0,44,0
17565,Operations,region_15,Bachelors,f,other,1,41,5,4,0,58,0
60722,Analytics,region_29,Bachelors,m,other,1,27,5,4,0,85,0
55904,SalesMarketing,region_2,Bachelors,m,sourcing,4,50,5,20,0,51,0
3020,Operations,region_2,Bachelors,f,other,1,40,5,6,0,62,0
2734,Technology,region_2,Mastersabove,m,sourcing,2,42,3,3,0,75,0
19111,Analytics,region_2,Bachelors,m,sourcing,1,40,5,8,0,83,0
4438,Analytics,region_28,Mastersabove,m,other,1,34,4,8,0,83,0
74076,Procurement,region_31,Mastersabove,m,sourcing,2,35,4,5,0,71,0
60693,Procurement,region_11,Bachelors,f,sourcing,1,34,3,6,0,71,0
59704,Procurement,region_20,Bachelors,m,other,1,35,1,5,0,68,0
69140,HR,region_2,Bachelors,f,sourcing,1,50,4,12,0,47,0
64456,SalesMarketing,region_2,Mastersabove,f,sourcing,1,44,3,11,0,51,0
74948,Procurement,region_13,Bachelors,f,sourcing,1,43,5,13,0,67,0
8904,Procurement,region_5,Mastersabove,f,sourcing,1,36,3,10,0,68,0
14193,Operations,region_31,Bachelors,f,other,1,33,3,7,0,62,0
51930,Operations,region_28,Bachelors,f,sourcing,1,33,3,4,0,59,0
26210,Operations,region_16,Bachelors,m,sourcing,1,38,3,7,0,87,1
7303,Procurement,region_13,Mastersabove,f,other,1,45,3,16,0,71,0
40804,Operations,region_2,Bachelors,f,sourcing,2,34,3,7,0,60,0
5042,Technology,region_27,Below Secondary,m,other,1,26,,1,0,79,1
24700,Operations,region_2,Bachelors,f,other,1,39,5,5,0,60,0
71809,SalesMarketing,region_11,Mastersabove,m,sourcing,1,30,1,6,0,51,0
37825,HR,region_22,Mastersabove,f,sourcing,1,38,5,3,0,49,0
62605,HR,region_7,Bachelors,m,other,1,31,3,2,0,52,0
68284,Procurement,region_22,Bachelors,m,other,3,29,4,3,0,68,0
66237,SalesMarketing,region_31,,m,other,1,28,5,5,1,59,1
21969,Analytics,region_32,Bachelors,m,sourcing,1,33,2,4,0,83,0
28888,Operations,region_7,Bachelors,f,other,1,24,5,2,0,55,0
3717,Procurement,region_2,Bachelors,m,other,3,31,4,2,0,65,0
65761,SalesMarketing,region_28,Bachelors,m,other,1,23,,1,0,51,0
15320,Analytics,region_28,Bachelors,f,other,1,30,4,2,0,82,0
76741,SalesMarketing,region_21,Bachelors,m,other,1,26,3,3,0,52,0
64527,Procurement,region_22,Mastersabove,f,other,1,33,4,9,0,68,0
76086,Analytics,region_2,Mastersabove,m,sourcing,1,46,5,6,0,88,0
37004,Procurement,region_27,Bachelors,m,sourcing,4,25,3,2,0,73,0
47397,Technology,region_2,Bachelors,f,sourcing,1,36,1,2,0,76,0
37347,Analytics,region_11,Bachelors,m,other,1,29,4,3,0,83,0
31494,SalesMarketing,region_1,Mastersabove,m,sourcing,1,35,5,4,0,43,1
72948,SalesMarketing,region_34,Bachelors,m,other,1,27,4,1,0,,0
47865,SalesMarketing,region_2,,f,sourcing,1,20,1,2,0,55,0
44074,Operations,region_17,Bachelors,f,other,1,35,5,10,0,62,0
41571,Technology,region_11,Mastersabove,f,other,1,32,3,3,0,72,0
56041,SalesMarketing,region_28,Bachelors,m,other,2,27,,1,0,50,0
74716,Technology,region_31,Bachelors,m,other,1,36,5,2,0,82,1
3679,R&D,region_2,Mastersabove,m,sourcing,1,35,1,8,0,83,0
9019,SalesMarketing,region_2,Bachelors,m,sourcing,1,59,4,7,0,49,0
26697,Finance,region_32,Bachelors,m,other,2,40,3,10,0,62,0
12127,SalesMarketing,region_5,Bachelors,m,other,1,39,4,5,0,52,0
14905,HR,region_29,Bachelors,f,sourcing,1,28,4,6,0,50,0
25723,R&D,region_22,Mastersabove,m,other,1,30,4,5,0,82,0
7748,Technology,region_11,Bachelors,f,sourcing,1,30,4,6,0,81,0
54950,Finance,region_22,Bachelors,m,other,1,33,3,3,0,,0
35103,SalesMarketing,region_7,Mastersabove,f,other,1,37,3,4,0,46,0
17230,HR,region_20,Bachelors,m,other,1,29,4,3,0,,0
21916,SalesMarketing,region_2,Mastersabove,m,other,1,57,1,19,0,49,0
76565,Operations,region_2,Bachelors,m,other,1,27,2,2,0,54,0
19573,Operations,region_15,Bachelors,f,sourcing,1,39,5,10,0,60,0
1526,Procurement,region_15,Bachelors,m,other,3,30,3,7,1,68,1
24592,Legal,region_22,Bachelors,m,sourcing,1,35,2,4,1,59,0
17767,Procurement,region_2,Bachelors,f,sourcing,1,27,3,4,0,71,0
45930,Technology,region_33,Bachelors,m,sourcing,1,29,3,4,0,80,0
18709,Operations,region_15,Mastersabove,m,other,3,35,5,7,0,59,0
63709,Analytics,region_31,Bachelors,m,other,1,30,1,3,0,87,0
77310,Technology,region_2,Bachelors,m,other,1,30,4,2,0,80,0
68595,SalesMarketing,region_19,Bachelors,m,sourcing,2,28,3,7,0,51,0
26320,SalesMarketing,region_2,,f,sourcing,3,25,,1,0,50,0
55840,Analytics,region_11,Bachelors,m,sourcing,2,45,5,7,0,83,0
75957,Operations,region_2,Bachelors,f,referred,1,31,5,3,0,64,0
17237,Procurement,region_2,Bachelors,f,other,1,30,4,5,0,79,1
29259,Technology,region_2,Bachelors,f,referred,1,34,4,6,0,79,0
41346,SalesMarketing,region_2,Bachelors,m,sourcing,1,30,5,3,0,48,0
26304,SalesMarketing,region_2,Bachelors,f,sourcing,1,48,3,3,0,,0
12521,Operations,region_15,Bachelors,m,sourcing,2,40,4,11,0,58,0
49941,Operations,region_22,Bachelors,m,other,1,44,3,17,0,59,0
42147,Operations,region_19,Mastersabove,m,sourcing,1,48,4,5,0,59,0
11569,SalesMarketing,region_2,Mastersabove,m,other,2,52,5,9,0,52,0
43799,SalesMarketing,region_17,Bachelors,m,other,1,32,2,9,0,51,1
43534,Procurement,region_5,Bachelors,f,sourcing,1,30,3,7,0,68,0
43538,SalesMarketing,region_7,Bachelors,m,sourcing,2,34,1,3,0,55,0
60874,Analytics,region_4,Bachelors,m,other,1,32,4,7,0,82,0
65760,Analytics,region_4,Bachelors,m,other,1,42,3,8,0,82,0
59163,Analytics,region_4,Mastersabove,m,sourcing,1,38,4,5,0,86,0
47676,Operations,region_16,Mastersabove,f,sourcing,1,36,3,7,0,63,0
17404,SalesMarketing,region_22,Mastersabove,m,sourcing,1,34,4,4,0,47,0
55493,Procurement,region_10,Bachelors,m,other,3,30,3,5,0,70,0
39009,Procurement,region_19,Bachelors,m,other,1,36,5,3,0,70,1
50389,Operations,region_13,Mastersabove,f,sourcing,1,32,3,4,0,67,0
70403,Technology,region_13,Mastersabove,f,sourcing,1,48,3,21,0,77,0
49958,Finance,region_27,Bachelors,m,sourcing,2,27,3,2,0,,1
2380,Operations,region_2,Bachelors,f,other,1,39,4,11,0,63,0
61534,SalesMarketing,region_26,Mastersabove,m,other,1,36,5,5,0,49,0
71488,Technology,region_22,Bachelors,m,referred,3,28,3,3,0,80,0
17289,SalesMarketing,region_16,,m,other,1,38,1,4,0,49,0
7396,Operations,region_12,Bachelors,f,other,2,34,1,9,0,95,1
20863,Operations,region_2,Bachelors,f,other,1,28,5,4,0,,0
60916,Technology,region_10,Mastersabove,f,other,1,31,2,7,0,80,0
37864,Procurement,region_2,Bachelors,f,other,4,49,4,18,0,73,0
62259,SalesMarketing,region_9,Mastersabove,m,sourcing,1,34,1,3,0,46,0
48545,Procurement,region_31,Bachelors,m,other,1,28,,1,1,69,1
77863,SalesMarketing,region_22,Mastersabove,m,sourcing,1,37,3,8,0,46,0
20666,Operations,region_15,Bachelors,m,referred,1,34,5,4,0,62,0
13470,Procurement,region_1,Bachelors,m,other,1,25,,1,0,70,0
22936,Legal,region_16,Bachelors,m,other,2,28,,1,0,58,0
59046,Analytics,region_5,Bachelors,m,other,1,30,1,5,0,85,0
38433,Analytics,region_22,Bachelors,m,other,1,30,3,6,0,83,0
25873,SalesMarketing,region_12,Bachelors,m,sourcing,1,32,1,4,0,48,0
58705,Technology,region_1,Bachelors,m,sourcing,1,27,5,3,0,80,0
38484,SalesMarketing,region_2,Mastersabove,f,sourcing,2,36,1,3,1,54,0
49382,Technology,region_14,Mastersabove,m,other,1,36,3,7,0,82,0
67144,Analytics,region_10,Mastersabove,m,sourcing,1,33,3,5,0,89,0
5060,Procurement,region_24,Mastersabove,m,other,1,39,5,13,0,73,1
64450,SalesMarketing,region_2,Bachelors,m,sourcing,1,46,3,13,0,50,0
16094,Technology,region_34,Bachelors,f,sourcing,1,26,3,1,0,83,0
69498,Operations,region_22,Bachelors,m,other,1,25,4,2,0,60,0
45019,HR,region_2,Bachelors,f,other,1,31,5,5,0,51,0
44139,Operations,region_26,Bachelors,m,sourcing,1,45,5,4,0,60,0
70769,Operations,region_2,Bachelors,m,sourcing,1,54,1,23,0,60,0
65383,Procurement,region_7,Mastersabove,m,sourcing,1,50,3,24,0,63,0
26795,Operations,region_15,Bachelors,m,sourcing,1,32,4,5,0,,0
29698,Procurement,region_34,Bachelors,m,other,1,30,1,7,0,67,0
19534,Analytics,region_22,Bachelors,m,other,1,43,1,5,0,82,0
50020,SalesMarketing,region_9,Mastersabove,m,sourcing,1,32,3,4,0,50,0
67945,Analytics,region_28,Bachelors,m,other,1,34,3,3,0,84,0
48265,SalesMarketing,region_23,Bachelors,f,other,1,34,2,9,0,52,0
73507,HR,region_22,Bachelors,m,sourcing,1,38,2,8,1,54,0
10661,SalesMarketing,region_4,Mastersabove,m,sourcing,1,40,3,7,0,49,0
36978,Finance,region_2,Bachelors,f,other,1,48,5,5,0,62,0
28795,R&D,region_7,Mastersabove,m,sourcing,1,37,2,5,0,83,0
50357,Legal,region_31,Bachelors,m,other,1,30,,1,0,53,0
64567,Finance,region_22,Bachelors,m,sourcing,1,26,3,4,0,57,0
59788,Technology,region_5,Mastersabove,m,sourcing,1,31,3,1,0,80,0
44759,Legal,region_27,Bachelors,m,other,1,27,5,2,1,66,1
71461,Operations,region_2,Bachelors,f,sourcing,1,31,3,7,0,62,0
13206,Technology,region_13,Bachelors,m,sourcing,1,38,3,7,0,83,0
5895,SalesMarketing,region_20,Bachelors,m,sourcing,3,34,1,8,0,51,0
28699,HR,region_2,Mastersabove,f,sourcing,1,41,5,10,0,50,0
44061,Procurement,region_2,Mastersabove,f,other,1,54,4,22,0,69,0
27391,Procurement,region_26,Bachelors,f,other,1,30,1,4,0,65,0
37915,Procurement,region_22,Mastersabove,m,sourcing,1,43,5,8,0,65,0
2483,Operations,region_2,Bachelors,f,sourcing,1,30,3,3,0,,0
64877,SalesMarketing,region_20,Mastersabove,m,sourcing,1,40,5,5,0,53,0
21802,SalesMarketing,region_22,,m,other,1,30,3,6,0,51,0
77434,Operations,region_32,Bachelors,f,other,1,40,1,5,0,,0
19778,SalesMarketing,region_31,Mastersabove,m,sourcing,3,31,3,6,0,47,0
898,Operations,region_22,Bachelors,m,other,2,38,4,5,0,57,0
6423,Operations,region_27,Mastersabove,f,other,1,41,3,5,0,60,0
63771,Technology,region_7,Bachelors,f,referred,1,28,5,7,1,94,1
40043,Technology,region_2,Mastersabove,m,sourcing,1,42,3,4,0,81,0
37524,Operations,region_32,Mastersabove,f,other,1,50,4,20,0,56,0
45435,SalesMarketing,region_13,Bachelors,m,other,1,29,5,4,0,52,0
21680,SalesMarketing,region_13,Bachelors,m,sourcing,1,30,3,5,1,67,1
30837,SalesMarketing,region_26,,m,sourcing,1,23,,1,0,,0
28273,SalesMarketing,region_2,Bachelors,m,other,2,28,3,4,0,53,0
43604,Analytics,region_2,,m,other,2,24,,1,0,89,0
39968,Procurement,region_7,Mastersabove,m,sourcing,1,43,3,12,0,68,0
29988,R&D,region_4,Mastersabove,m,sourcing,1,39,2,4,0,85,0
49573,Legal,region_22,Mastersabove,m,sourcing,1,33,5,5,0,64,1
42344,SalesMarketing,region_2,,m,sourcing,1,30,4,4,0,49,0
46321,SalesMarketing,region_28,Bachelors,m,sourcing,1,34,1,7,0,46,0
14318,SalesMarketing,region_2,Bachelors,f,sourcing,2,29,5,2,0,51,0
67705,Procurement,region_2,Bachelors,f,sourcing,2,43,2,12,0,67,0
45901,Finance,region_2,Bachelors,m,other,1,34,4,2,0,55,0
25913,SalesMarketing,region_16,Mastersabove,m,sourcing,1,38,2,10,0,49,0
15685,Operations,region_32,Bachelors,f,sourcing,1,34,5,7,0,59,0
54843,SalesMarketing,region_26,Bachelors,m,sourcing,1,31,5,6,0,48,0
13558,Finance,region_2,Bachelors,m,other,1,57,5,24,0,60,0
77604,Operations,region_22,Bachelors,m,sourcing,1,35,5,7,0,87,1
73838,Analytics,region_2,Bachelors,m,other,1,23,1,2,0,83,0
3912,SalesMarketing,region_14,Bachelors,m,sourcing,1,35,2,5,0,51,0
45518,Operations,region_19,Bachelors,m,other,1,35,4,3,0,58,0
42400,SalesMarketing,region_28,Mastersabove,m,other,1,31,1,4,0,65,1
43038,Operations,region_2,Mastersabove,f,other,2,35,2,7,0,60,0
45844,Procurement,region_26,Mastersabove,m,sourcing,1,52,5,15,0,74,0
46877,Operations,region_14,Bachelors,f,other,1,35,4,8,0,56,0
68528,SalesMarketing,region_27,Bachelors,m,other,1,35,3,6,0,48,0
38201,HR,region_13,Bachelors,m,sourcing,1,24,3,2,0,51,0
33405,Operations,region_19,Mastersabove,m,other,1,33,1,5,0,59,0
47641,R&D,region_4,Mastersabove,m,sourcing,1,32,5,5,0,81,0
29798,Operations,region_9,Bachelors,m,other,1,25,4,3,0,63,0
53226,Procurement,region_2,Bachelors,m,other,1,28,2,2,0,71,0
41583,Technology,region_5,Bachelors,f,other,1,26,3,2,0,82,0
56552,Operations,region_27,Bachelors,m,sourcing,1,40,1,10,0,59,0
73125,Procurement,region_2,Mastersabove,m,sourcing,2,49,3,20,0,71,0
48798,SalesMarketing,region_10,Bachelors,m,sourcing,1,26,4,3,0,51,0
61837,Procurement,region_2,Bachelors,m,other,1,42,5,16,0,68,0
63291,SalesMarketing,region_26,Bachelors,m,other,1,42,3,11,0,99,1
2613,HR,region_2,Bachelors,f,sourcing,1,45,3,11,0,49,0
63013,SalesMarketing,region_21,Bachelors,m,other,1,30,3,5,0,49,0
61746,Technology,region_7,Bachelors,f,sourcing,1,25,3,2,0,79,0
29679,Procurement,region_13,Bachelors,f,other,1,39,5,9,0,96,1
75834,SalesMarketing,region_2,,m,other,2,23,,1,0,48,0
15853,SalesMarketing,region_28,Bachelors,m,other,1,40,4,3,0,47,0
2772,SalesMarketing,region_6,Bachelors,m,other,1,42,3,5,0,53,0
2147,SalesMarketing,region_2,Mastersabove,m,other,2,33,1,7,0,51,0
76882,SalesMarketing,region_2,Mastersabove,m,sourcing,1,32,2,3,0,47,0
12543,Operations,region_31,Bachelors,m,sourcing,1,36,5,10,0,59,0
29051,SalesMarketing,region_27,Bachelors,m,other,2,29,1,6,0,51,0
13504,Operations,region_2,Bachelors,f,other,1,58,1,15,0,59,0
41231,SalesMarketing,region_23,Bachelors,m,sourcing,3,36,3,10,0,48,0
9018,SalesMarketing,region_15,Bachelors,m,sourcing,1,32,3,5,0,52,0
54676,SalesMarketing,region_8,Bachelors,m,other,1,30,,1,0,49,0
55357,SalesMarketing,region_25,Bachelors,m,other,2,29,3,5,0,48,0
43222,Finance,region_23,Bachelors,m,other,2,31,3,6,0,57,0
45713,R&D,region_11,Bachelors,m,other,1,37,5,3,0,80,0
54822,HR,region_22,Bachelors,m,other,1,24,,1,0,51,0
539,R&D,region_22,Mastersabove,m,sourcing,1,29,2,3,0,86,0
30105,Operations,region_26,Bachelors,m,sourcing,1,27,4,3,0,58,0
22194,SalesMarketing,region_16,Bachelors,m,other,1,36,3,9,0,47,0
25968,Procurement,region_15,Bachelors,f,other,1,32,2,10,0,67,0
25439,HR,region_22,Mastersabove,m,other,1,35,4,8,0,53,0
73337,Operations,region_19,Bachelors,m,sourcing,2,35,3,9,0,55,0
18604,Technology,region_7,Bachelors,f,other,1,32,4,2,0,76,0
60348,Operations,region_13,Bachelors,m,sourcing,3,36,4,8,0,57,0
301,SalesMarketing,region_29,Bachelors,m,sourcing,1,43,4,14,0,53,0
64312,Technology,region_15,Mastersabove,f,sourcing,1,38,1,6,0,78,0
18608,SalesMarketing,region_2,Bachelors,m,referred,1,31,5,6,0,51,0
65700,SalesMarketing,region_23,Mastersabove,m,sourcing,1,40,1,12,0,52,0
71470,SalesMarketing,region_2,Bachelors,m,other,3,30,1,5,0,52,0
24346,SalesMarketing,region_2,Mastersabove,m,other,1,55,1,3,0,49,0
26790,SalesMarketing,region_6,Bachelors,m,sourcing,1,32,2,9,0,50,0
29160,Operations,region_22,,m,other,1,25,5,3,0,57,0
64559,Technology,region_22,Bachelors,m,other,1,30,3,4,0,76,0
75185,HR,region_32,Bachelors,m,other,1,30,4,5,0,48,0
6885,Procurement,region_2,Bachelors,m,other,1,29,,1,0,73,0
57366,SalesMarketing,region_16,Bachelors,m,other,1,34,1,5,0,48,0
32348,Operations,region_16,Bachelors,m,other,1,31,1,8,0,63,0
38139,Analytics,region_12,Bachelors,m,sourcing,1,30,2,5,0,85,0
29324,SalesMarketing,region_28,Mastersabove,m,sourcing,2,40,5,11,0,,0
19349,SalesMarketing,region_29,Bachelors,m,sourcing,2,25,1,2,0,49,0
70264,Analytics,region_28,Bachelors,m,sourcing,1,29,3,2,0,89,0
66395,Procurement,region_13,Mastersabove,m,other,1,33,5,2,0,67,0
53103,SalesMarketing,region_25,Bachelors,m,other,1,27,4,4,0,51,0
48908,SalesMarketing,region_13,Bachelors,m,other,3,29,4,3,0,44,0
42742,SalesMarketing,region_31,Mastersabove,m,other,1,30,2,4,0,51,0
44023,Finance,region_11,Bachelors,m,other,2,31,5,5,0,66,0
58862,Technology,region_13,Mastersabove,m,other,1,34,2,6,0,79,0
13317,Operations,region_22,Bachelors,m,sourcing,1,40,4,4,0,58,0
42940,Procurement,region_2,Bachelors,m,sourcing,1,48,3,9,0,68,0
69308,Technology,region_7,Mastersabove,m,sourcing,1,33,4,6,0,81,0
31237,HR,region_22,Bachelors,f,sourcing,1,28,5,3,0,46,0
25740,Legal,region_23,Mastersabove,m,sourcing,1,43,5,3,0,58,0
44668,Procurement,region_17,Bachelors,f,sourcing,1,32,5,5,0,69,0
41886,HR,region_15,Bachelors,m,other,1,38,2,12,0,48,0
15741,SalesMarketing,region_8,Bachelors,m,other,2,32,3,7,0,48,0
53486,Operations,region_6,Bachelors,f,other,1,29,5,6,0,67,0
61149,SalesMarketing,region_28,Mastersabove,m,sourcing,2,33,4,7,0,47,0
57678,Analytics,region_27,Bachelors,m,sourcing,1,39,5,11,0,82,0
67363,SalesMarketing,region_22,,m,sourcing,1,29,2,2,0,52,0
1211,Operations,region_4,Bachelors,m,other,1,53,3,16,0,62,0
1194,Analytics,region_2,Mastersabove,m,sourcing,1,32,5,5,0,85,0
8685,SalesMarketing,region_23,Bachelors,f,other,1,30,4,6,0,59,1
5857,Operations,region_22,Bachelors,f,sourcing,1,33,5,8,0,,0
21829,Technology,region_24,Bachelors,f,sourcing,1,24,3,3,0,82,0
44709,SalesMarketing,region_16,Bachelors,f,other,1,34,1,5,0,44,0
14124,Operations,region_20,Mastersabove,m,other,1,33,3,6,0,62,0
69131,SalesMarketing,region_22,Bachelors,m,sourcing,1,29,,1,0,50,1
26252,HR,region_2,Mastersabove,m,other,1,47,4,16,0,53,0
27618,Technology,region_7,Mastersabove,f,sourcing,2,35,4,7,0,78,0
46460,Procurement,region_16,Bachelors,m,other,1,30,3,1,0,68,0
15858,Procurement,region_2,Mastersabove,f,other,1,36,3,7,0,69,0
53569,Procurement,region_11,Mastersabove,m,sourcing,1,40,3,8,0,67,0
64012,SalesMarketing,region_2,Bachelors,f,other,1,49,1,19,0,52,0
5050,Procurement,region_13,Bachelors,m,sourcing,1,51,3,18,0,69,0
2736,Technology,region_22,Mastersabove,m,other,3,39,3,4,0,79,0
30950,Procurement,region_2,Bachelors,m,sourcing,1,29,,1,0,63,0
38795,HR,region_2,Mastersabove,m,other,2,39,5,12,0,48,0
39674,Operations,region_8,Bachelors,m,other,1,34,3,4,0,59,0
33710,Technology,region_22,Mastersabove,m,other,1,50,3,7,0,77,0
47675,Operations,region_2,Bachelors,m,sourcing,1,58,4,18,0,,0
